Title,Authors,DOI,Abstract,Study_Type
"The JUUL E-Cigarette Elevates the Risk of Thrombosis and Potentiates Platelet 
Activation.","Ramirez JEM(1), Karim ZA(1), Alarabi AB(1)(2), Hernandez KR(1), Taleb ZB(3), 
Rivera JO(1), Khasawneh FT(1)(2), Alshbool FZ(1)(4).",10.1177/1074248420941681,"BACKGROUND: Smoking is the main preventable cause of death in the United States  and worldwide and is associated with serious cardiovascular health consequences,  including thrombotic diseases. Recently, electronic cigarettes (e-cigarettes)  and, in particular JUUL, have attained wide popularity among smokers,  nonsmokers, pregnant females, and even the youth, which is alarming.  Interestingly, there is/are no information/studies regarding the effect of JUUL  on cardiovascular diseases, specifically in the context of modulation of  platelet activation. Thus, it is important to discern the cardiovascular disease  health risks associated with JUUL. METHODS AND RESULTS: We used a passive e-vape vapor inhalation system where  C57BL/6J mice (10-12 weeks old) were exposed to JUUL e-cigarette vape. Menthol  flavored JUUL pods containing 5% nicotine by weight were used as the e-liquid.  Mice were exposed to a total of 70 puffs daily for 2 weeks; 3-second puff  duration, and 25-second puff interval. The effects of JUUL relative to clean air  were analyzed, on mouse platelet function in vitro (eg, aggregation) and in vivo  (eg, FeCl3-induced carotid artery injury thrombosis model). Our results indicate  that short-term exposure to JUUL e-cigarette causes hyperactivation of platelets  and shortens the thrombus occlusion as well as hemostasis/bleeding times,  relative to clean air (medians of 14 vs. 200 seconds, P < .01 and 35 vs. 295  seconds, P < .001, respectively). CONCLUSION: Our findings document-for the first time-that short-term exposure to  the JUUL e-cigarette increases the risk of thrombotic events, in part by  modulating platelet function, such as aggregation and secretion, in mice.",Animal experimental study on JU
"E-cigarette vaping liquids and the flavoring chemical cinnamaldehyde perturb 
bone, cartilage and vascular development in zebrafish embryos.","Bhattacharya B(1), Narain V(1), Bondesson M(2).",10.1016/j.aquatox.2021.105995,"As electronic cigarettes (e-cigarettes) become increasingly popular smoking  devices, there is an increased risk for unintended exposure to e-cigarette  liquids through improper disposal resulting in leaching into the environment,  third hand vapor exposure through air, or embryonic exposure through maternal  vaping. Thus, the safety of e-cigarettes for wildlife and developing embryos  need to be thoroughly investigated. We examined perturbations in zebrafish  embryonic development after exposures to two cinnamon flavored vaping liquids  (with 12 mg/ml nicotine and without nicotine) for e-cigarettes from two  different vendors, as well as the flavoring chemical cinnamaldehyde. We focused  on the effects of the vaping liquids on hatching success and bone, cartilage and  blood vessel development in 3-4 days old transgenic zebrafish larvae. We found  that exposures to both of the vaping liquids perturbed the development of the  cleithrum and craniofacial cartilage. Exposure to the liquids further caused  non-overlapping and partially or completely missing intersegmental vessels.  Hatching success was also reduced. Exposure to pure cinnamaldehyde replicated  the effects of the vaping liquids with a 50% effect concentration (EC50) of  34-41 µM. Quantification of the amount of cinnamaldehyde in the vaping liquids  by mass spectrometry revealed EC50s around 10-40 times lower than for pure  cinnamaldehyde, suggesting that additional compounds or metabolites present in  the vaping liquids mediate toxicity. Presence of nicotine in one of the vaping  liquids decreased its EC50s about two fold compared to the liquid without  nicotine. Exposure to the humectants propylene glycol and vegetable glycerin did  not affect the vascular, cartilage or bone development in zebrafish embryos. In  conclusion, our study shows that exposure to cinnamaldehyde containing vaping  liquids causes severe tissue-specific defects in developing embryos.",Laboratory experimental study on z
"Nicotine delivery to users from cigarettes and from different types of 
e-cigarettes.","Hajek P(1), Przulj D(1), Phillips A(2), Anderson R(1), McRobbie H(1).",10.1007/s00213-016-4512-6,"BACKGROUND: Delivering nicotine in the way smokers seek is likely to be the key  factor in e-cigarette (EC) success in replacing cigarettes. We examined to what  degree different types of EC mimic nicotine intake from cigarettes. METHODS: Twelve participants ('dual users' of EC and cigarettes) used their own  brand cigarette and nine different EC brands. Blood samples were taken at  baseline and at 2-min intervals for 10 min and again at 30 min. RESULTS: Eleven smokers provided usable data. None of the EC matched cigarettes  in nicotine delivery (C max = 17.9 ng/ml, T max = 4 min and  AUC0->30 = 315 ng/ml/min). The EC with 48 mg/ml nicotine generated the closest  PK profile (C max = 13.6 ng/ml, T max = 4 min, AUC0->30 = 245 ng/ml/min),  followed by a third generation EC using 20 mg/ml nicotine (C max = 11.9 ng/ml, T  max = 6 min, AUC0->30 = 232 ng/ml/min), followed by the tank system using  20 mg/ml nicotine (C max = 9.9 ng/ml, T max = 6 min, AUC0->30 = 201 ng/ml/min).  Cig-a-like PK values were similar, ranging from C max 7.5 to 9.7 ng/ml, T max  4-6 min, and AUC0->30 144 to 173 ng/ml/min. Moderate differences in e-liquid  nicotine concentrations had little effect on nicotine delivery, e.g. the EC with  24 mg/ml cartridge had the same PK profile as ECs with 16 mg/ml cartridges.  Using similar strength e-liquid, the tank EC provided significantly more  nicotine than cig-a-like ECs. CONCLUSIONS: EC brands we tested do not deliver nicotine as efficiently as  cigarettes, but newer EC products deliver nicotine more efficiently than  cig-a-like brands. Moderate variations in nicotine content of e-liquid have  little effect on nicotine delivery. Smokers who are finding cig-a-like EC  unsatisfactory should be advised to try more advanced systems.",Comparative nicotine delivery study.
Urinary cotinine levels of electronic cigarette (e-cigarette) users.,"Göney G(1), Çok İ(1), Tamer U(2), Burgaz S(1), Şengezer T(3).",10.3109/15376516.2016.1144127,"The popularity of electronic cigarettes (e-cigarettes) is rapidly increasing in  many countries. These devices are designed to imitate regular cigarettes,  delivering nicotine via inhalation without combusting tobacco but currently,  there is a lack of scientific evidence on the presence or absence of nicotine  exposure. Such research relies on evidence from e-cigarette users urine samples.  In this study, we aimed to determine the levels and compare the amount of  nicotine to which e-cigarette users, cigarette smokers and passive smokers are  exposed. Therefore, urine samples were collected from e-cigarette users,  cigarette smokers, passive smokers, and healthy nonsmokers. The urinary cotinine  levels of the subjects were determined using gas chromatography-mass  spectrometry. The mean (±SD) urinary cotinine levels were determined as  1755 ± 1848 ng/g creatinine for 32 e-cigarette users, 1720 ± 1335 ng/g  creatinine for 33 cigarette smokers and 81.42 ± 97.90 ng/g creatinine for 33  passive smokers. A significant difference has been found between cotinine levels  of e-cigarette users and passive smokers (p < 0.05). There were no statistically  significant differences between e-cigarette users and cigarette smokers  (p > 0.05). This is a seminal study to demonstrate the e-cigarette users are  exposed to nicotine as much as cigarette smokers.",Comparative observational study on exposure
"Platelet reactivity is higher in e-cigarette vaping as compared to traditional 
smoking.","Metzen D(1), M'Pembele R(2), Zako S(1), Mourikis P(1), Helten C(1), Zikeli D(1), 
Ahlbrecht S(1), Ignatov D(1), Ayhan A(1), Huhn R(2), Zeus T(1), Levkau B(3), 
Petzold T(4), Kelm M(1), Dannenberg L(1), Polzin A(5).",10.1016/j.ijcard.2021.09.005,"INTRODUCTION: Vaping emerges as alternative to standard tobacco smoking.  However, there is evidence for critical cardiovascular, gastrointestinal and  respiratory side effects. Nevertheless, long-term vaping effects on thrombocyte  reactivity have not been investigated. Therefore, we investigated the influence  of vaping on thrombocyte reactivity in comparison to standard smoking and  non-smoking. METHODS: Platelet function was measured by Multiplate Impedance Aggregometry as  area under the curve (AUC). Smoking habits and characteristics were assessed by  questionnaire. Results were analyzed using inverse probability of treatment  weighting (IPTW) and conventional t-tests to test for robustness. RESULTS: After IPTW adjustment, participants in all groups were balanced by age,  gender, body height and weight. Collagen-induced aggregation was higher in  vapers compared to non-smokers (non-smokers 52.55 ± 23.97 vs. vapers  66.63 ± 18.96 AUC, p = 0.002) and to smokers (vapers vs. smokers 49.50 ± 26.05  AUC, p < 0.0001). ADP-induced aggregation in vapers was higher compared to  non-smokers (non-smokers 33.16 ± 16.61 vs. vapers 45.27 ± 18.67 AUC, p = 0.001)  and was numerically increased compared to smokers (vapers vs. smokers  40.09 ± 19.80 AUC, p = 0.08). These findings remained robust in t-test analysis. CONCLUSION: This study provides first evidence that vaping leads to enhanced  platelet reactivity compared to standard smoking and non-smoking. This suggests  health effects of vaping might be more severe than previously assumed. Whether  this effect translates to clinical outcome with a higher incidence of major  cardiovascular events, should be evaluated in large-scaled clinical studies.",Comparative observational study on vaping
Free-Base and Protonated Nicotine in Electronic Cigarette Liquids and Aerosols.,"El-Hellani A(1), El-Hage R(1), Baalbaki R(1), Salman R(1), Talih S(1), Shihadeh 
A(1), Saliba NA(1).",10.1021/acs.chemrestox.5b00107,"As with other tobacco aerosols, nicotine delivery from e-cigarettes (ECIG)  depends on the total nicotine and its partitioning between free-base (Nic) and  protonated (NicH(+)) forms. Previous studies of ECIG nicotine emissions have  generally reported ""nicotine yield"" without attention to whether the methods  employed resulted in quantification of the total nicotine or only one of its  forms, making reported results difficult to compare across studies or to  evaluate against reported blood exposure. This study reports a convenient  solvent extraction method for determining total nicotine and its partitioning in  ECIG liquids and aerosols by gas chromatography. Commercial ECIG liquids and  aerosols were analyzed, and it was found that most of the nicotine was in the  Nic form, with aerosols exhibiting higher Nic fraction than the parent liquids.  Apparent pH was found to correlate with nicotine partitioning and can provide a  useful indirect measure when chromatography is unavailable. Finally, labeled  ECIG liquid nicotine concentration in commercial products was often inconsistent  with measured nicotine.",Nicotine partitioning study in
"Electronic cigarette exposure causes vascular endothelial dysfunction due to 
NADPH oxidase activation and eNOS uncoupling.","El-Mahdy MA(1), Ewees MG(1), Eid MS(1), Mahgoup EM(1), Khaleel SA(1)(2), Zweier 
JL(1).",10.1152/ajpheart.00460.2021,"We recently reported a mouse model of chronic electronic cigarette (e-cig)  exposure-induced cardiovascular pathology, where long-term exposure to e-cig  vape (ECV) induces cardiac abnormalities, impairment of endothelial function,  and systemic hypertension. Here, we delineate the underlying mechanisms of  ECV-induced vascular endothelial dysfunction (VED), a central trigger of  cardiovascular disease. C57/BL6 male mice were exposed to ECV generated from  e-cig liquid containing 0, 6, or 24 mg/mL nicotine for 16 and 60 wk.  Time-dependent elevation in blood pressure and systemic vascular resistance were  observed, along with an impairment of acetylcholine-induced aortic relaxation in  ECV-exposed mice, compared with air-exposed control. Decreased intravascular  nitric oxide (NO) levels and increased superoxide generation with elevated  3-nitrotyrosine levels in the aorta of ECV-exposed mice were observed,  indicating that ECV-induced superoxide reacts with NO to generate cytotoxic  peroxynitrite. Exposure increased NADPH oxidase expression, supporting its role  in ECV-induced superoxide generation. Downregulation of endothelial nitric oxide  synthase (eNOS) expression and Akt-dependent eNOS phosphorylation occurred in  the aorta of ECV-exposed mice, indicating that exposure inhibited de novo NO  synthesis. Following ECV exposure, the critical NOS cofactor tetrahydrobiopterin  was decreased, with a concomitant loss of its salvage enzyme, dihydrofolate  reductase. NADPH oxidase and NOS inhibitors abrogated ECV-induced superoxide  generation in the aorta of ECV-exposed mice. Together, our data demonstrate that  ECV exposure activates NADPH oxidase and uncouples eNOS, causing a vicious cycle  of superoxide generation and vascular oxidant stress that triggers VED and  hypertension with predisposition to other cardiovascular disease.NEW &  NOTEWORTHY Underlying mechanisms of e-cig-induced vascular endothelial  dysfunction are delineated. e-cig exposure activates and increases expression of  NADPH oxidase and disrupts activation and coupling of eNOS, leading to a vicious  cycle of superoxide generation and peroxynitrite formation, with  tetrahydrobiopterin depletion, causing loss of NO that triggers vascular  endothelial dysfunction. This process is progressive, increasing with the  duration of e-cig exposure, and is more severe in the presence of nicotine, but  observed even with nicotine-free vaping.",Experimental mouse model study.
"Maternal e-cigarette use can disrupt postnatal blood-brain barrier (BBB) 
integrity and deteriorates motor, learning and memory function: influence of sex 
and age.","Archie SR(1), Sifat AE(1), Zhang Y(1), Villalba H(1), Sharma S(1), Nozohouri 
S(1), Abbruscato TJ(2).",10.1186/s12987-023-00416-5,"Electronic nicotine delivery systems (ENDS), also commonly known as electronic  cigarettes (e-cigs) are considered in most cases as a safer alternative to  tobacco smoking and therefore have become extremely popular among all age groups  and sex. It is estimated that up to 15% of pregnant women are now using e-cigs  in the US which keeps increasing at an alarming rate. Harmful effects of tobacco  smoking during pregnancy are well documented for both pregnancy and postnatal  health, however limited preclinical and clinical studies exist to evaluate the  long-term effects of prenatal e-cig exposure on postnatal health. Therefore, the  aim of our study is to evaluate the effect of maternal e-cig use on postnatal  blood-brain barrier (BBB) integrity and behavioral outcomes of mice of varying  age and sex. In this study, pregnant CD1 mice (E5) were exposed to e-Cig vapor  (2.4% nicotine) until postnatal day (PD) 7. Weight of the offspring was measured  at PD0, PD7, PD15, PD30, PD45, PD60 and PD90. The expression of structural  elements of the BBB, tight junction proteins (ZO-1, claudin-5, occludin),  astrocytes (GFAP), pericytes (PDGFRβ) and the basement membrane (laminin α1,  laminin α4), neuron specific marker (NeuN), water channel protein (AQP4) and  glucose transporter (GLUT1) were analyzed in both male and female offspring  using western blot and immunofluorescence. Estrous cycle was recorded by vaginal  cytology method. Long-term motor and cognitive functions were evaluated using  open field test (OFT), novel object recognition test (NORT) and morris water  maze test (MWMT) at adolescence (PD 40-45) and adult (PD 90-95) age. In our  study, significantly reduced expression of tight junction proteins and astrocyte  marker were observed in male and female offspring until PD 90 (P < 0.05).  Additionally, prenatally e-cig exposed adolescent and adult offspring showed  impaired locomotor, learning, and memory function compared to control offspring  (P < 0.05). Our findings suggest that prenatal e-cig exposure induces long-term  neurovascular changes of neonates by disrupting postnatal BBB integrity and  worsening behavioral outcomes.",Longitudinal preclinical study
"Effects of electronic cigarette on platelet and vascular function after four 
months of use.","Ikonomidis I(1), Katogiannis K(2), Kostelli G(2), Kourea K(2), Kyriakou E(3), 
Kypraiou A(3), Tsoumani M(4), Andreadou I(4), Lambadiari V(2), Plotas P(2), 
Thymis I(2), Tsantes AE(3).",10.1016/j.fct.2020.111389,"We examined the effects of electronic cigarette on platelet and vascular  function after 4 months of use compared to tobacco smoking. Forty smokers  without cardiovascular disease were randomized to smoke either conventional  cigarettes or an electronic cigarette (nicotine concentration of 12 mg/ml). At  baseline and after four months, we measured a) platelet function by Platelet  Function Analyzer PFA-100 and Light Transmission Aggregometry, b) pulse wave  velocity, c) plasma malondialdehyde levels as oxidative stress index and d) the  exhaled CO level. After 4 months, continuation of conventional cigarette smoking  further impaired platelet function compared to vaping as assessed by PFA (mean  increase 27.1 vs 11.6 s, p for interaction = 0.048) and by LTA (decline 24.1 vs  9.4%, p for interaction = 0.045). Conversely, compared to smoking, vaping  resulted in greater reduction of exhaled CO (6.9 ppm vs 2.6, p for  interaction < 0.001), improvement of PWV (decrease of 0.8 m/s vs increase of  0.8 m/s, p for interaction = 0.020) and reduction of MDA (reduction 0.13 vs  increase 0.19 nmol/L, p for interaction = 0.035). Switching to electronic  cigarette for 4 months has a neutral effect on platelet function while it  reduces arterial stiffness and oxidative stress compared to tobacco smoking.",Comparative longitudinal intervention study.
Pulmonary actinomycosis and marijuana vaping.,"Massey M(1), Barney J(2).",10.1136/bcr-2020-240973,"A 33-year-old man without significant medical history presented to the emergency  department with a 6-month history of fatigue and 30 pounds of unintentional  weight loss, with a recent cough and fever over the past week. He recalled two  similar illnesses during college that did not require medical care. He denied  tobacco use but reported inhaling marijuana 1-2 times daily over the past year  with a vaping device. Physical exam was notable for a temperature of 100.0°F and  an elevated blood pressure at 161/77 mm Hg. He was diaphoretic with clear breath  sounds bilaterally. Chest imaging revealed diffuse ground glass opacities with  subpleural sparing and mildly enlarged hilar lymph nodes. Bronchoscopy with  transbronchial lung biopsies and needle aspirate of lymph nodes revealed  organising pneumonia, and subsequent cultures grew Actinomyces odontolyticus He  was treated with amoxicillin and corticosteroids with subsequent resolution on  repeat chest imaging.",Case report with diagnostic procedures
"Nicotine delivery and relief of craving after consumption of European JUUL 
e-cigarettes prior and after pod modification.","Mallock N(#)(1)(2), Rabenstein A(#)(3), Gernun S(3), Laux P(4), Hutzler C(4), 
Karch S(3), Koller G(3), Henkler-Stephani F(4), Parr MK(5), Pogarell O(3), Luch 
A(4)(5), Rüther T(3).",10.1038/s41598-021-91593-6,"The emergence of e-cigarettes on the consumer market led to a tremendous rise in  e-cigarette consumption among adolescents in the United States. The success of  JUUL and other pod systems was linked to its high nicotine delivery capacity. In  compliance with the European Tobacco Product directive, liquid nicotine contents  in the European JUUL variants are limited to 20 mg/mL or below. A short time  after launching the initial version in Europe, JUUL pods have been modified in  terms of the wick material used. This modification has been demonstrated  previously to lead to an elevated aerosol generation, consequently, to a larger  amount of nicotine per puff generated. The present study was designed to assess  whether the mentioned differences between the ""initial"" and ""modified"" JUUL  versions may cause a significant difference during consumption, and how nicotine  delivery compares with tobacco cigarettes. In this single-center three-arm  study, nicotine pharmacokinetics and influence on urge to smoke/vape were  compared for tobacco cigarettes, the ""initial"" version of the European JUUL, and  the ""modified"" version of the European JUUL. Participants, 15 active smokers and  17 active e-cigarette users, were instructed to consume their study product  according to a pre-directed puffing protocol. Venous blood was sampled for  nicotine analysis to cover the acute phase and the first 30 min after starting.  Nicotine delivery and the reduction of urge to smoke/vape upon usage of both  European JUUL variants were lower in comparison to tobacco cigarettes. This  suggests a lower addictive potential. Modification of the pod design did not  result in significant differences at the first ten puffs, as confirmed by a  vaping machine experiment. Apparently, the limitations by the initially used  wick material only come into effect after longer usage time.",Pharmacokinetic study comparing
"Impact of cigarette versus electronic cigarette aerosol conditioned media on 
aortic endothelial cells in a microfluidic cardiovascular model.","Makwana O(1), Smith GA(2), Flockton HE(3), Watters GP(3), Lowe F(4), Breheny 
D(4).",10.1038/s41598-021-83511-7,"Atherosclerosis is a complex process involving progressive pathological events,  including monocyte adhesion to the luminal endothelial surface. We have  developed a functional in vitro adhesion assay using BioFlux microfluidic  technology to investigate THP-1 (human acute monocytic leukaemia cell) monocyte  adhesion to human aortic endothelial cells (HAECs). The effect of whole smoke  conditioned media (WSCM) generated from University of Kentucky reference  cigarette 3R4F, electronic cigarette vapour conditioned media (eVCM) from an  electronic nicotine delivery system (ENDS) product (Vype ePen) and nicotine on  monocyte adhesion to HAECs was evaluated. Endothelial monolayers were grown in  microfluidic channels and exposed to 0-1500 ng/mL nicotine or nicotine  equivalence of WSCM or eVCM for 24 h. Activated THP-1 cells were perfused  through the channels and a perfusion, adhesion period and wash cycle performed  four times with increasing adhesion period lengths (10, 20, 30 and 40 min).  THP-1 cell adhesion was quantified by counting adherent cells. WSCM induced  dose-dependent increases in monocyte adhesion compared to vehicle control. No  such increases were observed for eVCM or nicotine. Adhesion regulation was  linked to increased ICAM-1 protein expression. Staining of ICAM-1 in HAECs and  CD11b (MAC-1) in THP-1 cells demonstrated adhesion molecule co-localisation in  BioFlux plates. The ICAM-1 adhesion response to WSCM was downregulated by  transfecting HAECs with ICAM-1 siRNA. We conclude that the BioFlux system is  able to model human monocyte adhesion to primary human endothelial cells in  vitro and WSCM drives the greatest increase in monocyte adhesion via a mechanism  involving endothelial ICAM-1 expression.",In vitro monocyte adhesion
Impact of e-liquid flavors on nicotine intake and pharmacology of e-cigarettes.,"St Helen G(1), Dempsey DA(2), Havel CM(2), Jacob P 3rd(3), Benowitz NL(4).",10.1016/j.drugalcdep.2017.05.042,"OBJECTIVES: To describe the effect of e-liquid flavors on nicotine intake and  pharmacology of e-cigarettes. METHODS: 11 males and 3 females participated in a 3-day inpatient crossover  study with strawberry, tobacco, and their usual flavor e-liquid. Nicotine levels  were nominally 18mg/mL in the strawberry (pH 8.29) and tobacco (pH 9.10)  e-liquids and ranged between 3-18mg/mL in the usual brands (mean pH 6.80). Each  day consisted of a 15-puff session followed by 4h of abstinence, then 90min of  ad libitum use. Subjects used a KangerTech mini ProTank 3. RESULTS: After 15 puffs, the amount of nicotine inhaled and systemically  retained were not significantly different between the strawberry and tobacco  e-liquids but plasma AUC(0→180) was significantly higher with the strawberry  e-liquid. While not significantly different, Cmax was 22% higher and various  early time point AUCs to measure rate of rise of nicotine in blood ranged  between 17 and 23% higher with the strawberry e-liquid compared to the tobacco  e-liquid. During ad libitum use, systemic exposure to nicotine (AUC(0→90)) was  the same for the tobacco and usual brand e-liquids but were both significantly  lower than after using the strawberry e-liquid. The usual flavors were more  liked and satisfying than the strawberry and tobacco e-liquids. CONCLUSION: Flavors influence nicotine exposure through flavor liking, may  affect rate of nicotine absorption possibly through pH effects, and contribute  to heart rate acceleration and subjective effects of e-cigarettes. E-cigarette  users titrate their nicotine exposure but the extent of titration may vary  across flavors.",Crossover intervention study on e
"Electronic Nicotine Delivery Systems: An Updated Policy Statement from the 
American Association for Cancer Research and the American Society of Clinical 
Oncology.","Herbst RS(1), Hatsukami D(2), Acton D(3), Giuliani M(4), Moushey A(5), Phillips 
J(5), Sherwood S(5), Toll BA(6), Viswanath K(7), Warren NJH(3), Warren GW(#)(6), 
Alberg AJ(#)(8).",10.1158/1078-0432.CCR-22-2429,"Combustible tobacco use has reached historic lows, demonstrating the importance  of proven strategies to reduce smoking since publication of the 1964 Surgeon  General's report. In contrast, the use of electronic nicotine delivery systems  (ENDS), specifically e-cigarettes, has grown to alarming rates and threatens to  hinder progress against tobacco use. A major concern is ENDS use by youth and  adults who never previously used tobacco. While ENDS emit fewer carcinogens than  combustible tobacco, preliminary evidence links ENDS use to DNA damage and  inflammation, key steps in cancer development. Furthermore, high levels of  nicotine can also increase addiction, raise blood pressure, interfere with brain  development, and suppress the immune system. The magnitude of long-term health  risks will remain unknown until longitudinal studies are completed. ENDS have  been billed as a promising tool for combustible tobacco cessation, but further  evidence is needed to assess their potential efficacy for adults who smoke. Of  concern, epidemiological studies estimate that approximately 15% to 42% of  adults who use ENDS have never used another tobacco product, and another 36% to  54% ""dual use"" both ENDS and combustible tobacco. This policy statement details  advances in science related to ENDS and calls for urgent action to end predatory  practices of the tobacco industry and protect public health. Importantly, we  call for an immediate ban on all non-tobacco-flavored ENDS products that contain  natural or synthetic nicotine to reduce ENDS use by youth and adults who never  previously used tobacco. Concurrently, evidence-based treatments to promote  smoking cessation and prevent smoking relapse to reduce cancer incidence and  improve public health remain top priorities for our organizations. We also  recognize there is an urgent need for research to understand the relationship  between ENDS and tobacco-related disparities.",Epidemiological study on
"Electronic Nicotine Delivery Systems: An Updated Policy Statement From the 
American Association for Cancer Research and the American Society of Clinical 
Oncology.","Herbst RS(1), Hatsukami D(2), Acton D(3), Giuliani M(4), Moushey A(5), Phillips 
J(5), Sherwood S(5), Toll BA(6), Viswanath K(7), Warren NJH(3), Warren GW(6), 
Alberg AJ(8).",10.1200/JCO.22.01749,"Combustible tobacco use has reached historic lows, demonstrating the importance  of proven strategies to reduce smoking since publication of the 1964 Surgeon  General's report. In contrast, the use of electronic nicotine delivery systems  (ENDS), specifically e-cigarettes, has grown to alarming rates and threatens to  hinder progress against tobacco use. A major concern is ENDS use by youth and  adults who never previously used tobacco. While ENDS emit fewer carcinogens than  combustible tobacco, preliminary evidence links ENDS use to DNA damage and  inflammation, key steps in cancer development. Furthermore, high levels of  nicotine can also increase addiction, raise blood pressure, interfere with brain  development, and suppress the immune system. The magnitude of long-term health  risks will remain unknown until longitudinal studies are completed. ENDS have  been billed as a promising tool for combustible tobacco cessation, but further  evidence is needed to assess their potential efficacy for adults who smoke. Of  concern, epidemiological studies estimate that approximately 15%-42% of adults  who use ENDS have never used another tobacco product, and another 36%-54% dual  use both ENDS and combustible tobacco. This policy statement details advances in  science related to ENDS and calls for urgent action to end predatory practices  of the tobacco industry and protect public health. Importantly, we call for an  immediate ban on all non-tobacco-flavored ENDS products that contain natural or  synthetic nicotine to reduce ENDS use by youth and adults who never previously  used tobacco. Concurrently, evidence-based treatments to promote smoking  cessation and prevent smoking relapse to reduce cancer incidence and improve  public health remain top priorities for our organizations. We also recognize  there is an urgent need for research to understand the relationship between ENDS  and tobacco-related disparities.",Observational study on tobacco use
"Adolescents' E-Cigarette Use: Increases in Frequency, Dependence, and Nicotine 
Exposure Over 12 Months.","Vogel EA(1), Prochaska JJ(2), Ramo DE(1), Andres J(3), Rubinstein ML(4).",10.1016/j.jadohealth.2019.02.019,"PURPOSE: This study examined changes in e-cigarette and dual-use frequency,  levels of nicotine exposure and e-cigarette dependence, and device and e-liquid  preferences over 12 months. METHODS: Adolescents (N = 173, aged 13-18 years) who reported past-month  e-cigarette use and at least 10 lifetime uses were recruited from the San  Francisco Bay Area. The sample was 75.1% male, 54.9% non-Hispanic White, mean  age 16.6 years (standard deviation = 1.2); 26.6% reported past-month cigarette  smoking at baseline (i.e., dual use). At baseline, 6-month, and 12-month  follow-up, participants provided saliva samples for cotinine testing and  self-reported e-cigarette use frequency, dependence, past-month smoking, product  preference, and flavor preference. RESULTS: Most (80.3%) were still using e-cigarettes at 12 months, and daily use  increased from 14.5% to 29.8%. Model testing indicated an overall increase from  baseline to 12 months in frequency of e-cigarette use (F(2, 166) = 5.69, p =  .004), dependence (F(2, 164) = 5.49, p = .005), and cotinine levels (F(2, 103) =  4.40, p = .038). Among those reporting only e-cigarette use at baseline, 28.8%  reported combustible cigarette use during follow-up. Among those reporting dual  use at baseline, 57.1% were still dual using at 12 months, 31.4% reported  e-cigarette use only, and none abstained from both products. Higher nicotine  delivering e-cigarette devices (i.e., Juul, mods) became more popular over time,  whereas flavor preferences (i.e., fruit, mint/menthol, and candy) remained  stable. CONCLUSIONS: Adolescents' e-cigarette use persisted over a 12-month period with  significant increases in frequency of use, nicotine exposure, and e-cigarette  dependence. Transitions from single to dual and dual to single nicotine product  use were observed in approximately one in three users over the study period.",Longitudinal observational study on
"The toxic effects of electronic cigarette aerosol and cigarette smoke on 
cardiovascular, gastrointestinal and renal systems in mice.","Xu A(1), Duan K(2), Yang W(1), Feng G(1), Wu Z(2), Jiang X(2), Li M(1)(3), Liu 
P(4)(5), Chen J(6)(7).",10.1038/s41598-023-39201-7,"Electronic cigarette (EC) has been suggested to be less harmful than cigarette  smoking, but the research on the full extent of their harm reduction potential  is still lacking. This study aimed to evaluate the influence of EC aerosol and  cigarette smoke (CS) on cardiovascular, gastrointestinal, and renal functions in  mice after prolonged exposure. Forty-eight C57BL/6J male mice were randomly  grouped and then exposed to fresh air (control), mung bean-flavored EC aerosol  with low and high dose (EC1L, 6 mg/kg; EC1H, 12 mg/kg), watermelon-flavored EC  aerosol with low and high dose (EC2L, 6 mg/kg; EC2H, 12 mg/kg), and finally a  cigarette smoke (CS, 6 mg/kg), respectively. After 10 weeks of exposure, the  heart rate increased for both the EC and CS groups, and the effect of CS on  blood oxygen saturation was significantly higher than that of the EC group  (P < 0.01). Proteomic analysis of the heart tissue showed that the overlapped  differential expression protein from the EC and CS exposures was Crip2. For the  gastrointestinal system, oral mucosa was significantly damaged in CS group.  Compare with CS, EC had significantly fewer negative effects on most of the  indictors which focused on in this study.",Animal intervention comparative exposure study
